id,text,StatementPositive,StatementNegative,Sycophancy,Criticism,Duty,Self-deprecation,Sacrifice,Threat,PoliteFormula,ChainReasoning,Transposition,Analogy,Information,MotivationPositive,MotivationNegative,SupernaturalPositive,SupernaturalNegative,HistoryPositive,HistoryNegative,HistoryOutcomePositive,HistoryOutcomeNegative,HistoricalExamplesPositive,HistoricalExamplesNegative,HistoricalExamplesOutcomePositive,HistoricalExamplesOutcomeNegative,Tradition,Morality,Hearsay,Proverb,Remark,Model,Book_Shi,Book_Shu,Book_Li,Book_Yi,Book_Chunqiu,Book_Lunyu,Book_Laozi,Book_Zhuangzi,Book_Fojing,Book_Uncertain,Book_History,Book_Bing,Book_Others,authoritative text,book,time_period,book_time,jian_time,num_char,outcome,ritual,law,administration,culture,personnel,military,diplomacy,economy,royal family,personal conduct,relationship,overstep authority,other,advice direction,advice taken,advice correct,persuader outcome,persuadee persuader relationship,persuader identity,persuadee identity,advice correct outcome evidence,notes,,
402,今开城门，白服接台使，不过槛车征还，隳官免爵耳。,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nanshi,nanbeichao,504.5,504.5,24,-1,,,,,,1,,,,,,,,0,0,1,death,minister-inferior,长史殷睿,王彪,彪遂出战，败走归。土人起义，攻州西门，彪登门拒战，却之。司马黄瑶起、宁蛮长史裴叔业于城内起兵攻奂，奂闻兵入，礼佛，未及起，军人斩之，彪及弟爽、弼、殷睿皆伏诛。,,,
403,领府去台百步，公走，人岂不知？若单骑轻行，广陵人一旦闭门不相受，公欲何之？公今动足下床，恐便有叩台门者，公事去矣。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nanshi,nanbeichao,504.5,504.5,57,,,,,,,1,,,,,,,,0,NA,NA,unclear,general-inferior,垣荣祖,萧道成,,,,
404,《杨畔》者，既非典雅，而声甚哀思，殿下当降意《箫》《韶》，奈何听亡国之响？,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nanshi,nanbeichao,504.5,504.5,37,1,,,,,,,,,,1,,,,0,1,NA,apologized,prince-minister,袁廓之,文惠太子,太子改容谢之。,,,
405,储贰之重，四海所系，不宜外出，敢以死请。,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nanshi,nanbeichao,504.5,504.5,20,1,,,,,1,,,,1,,,,,0,1,NA,unclear,king-minister,张邵,东晋安帝司马德宗,,,,
406,"臣闻为国拯弊，莫若务本。""百姓不足，君孰与足""？未有人贫而国富，本不足而末有余者也。故囊漏贮中，识者不吝，反裘负薪，存毛实难。王者不言有无，诸侯不说多少，食禄之家，不与百姓争利。故拔葵所以明政，织蒲谓之不仁。是以贵贱有章，职分无爽。今之所忧，在农人尚寡，仓廪未充，转运无已，资食者众，家无私积，难以御荒耳。夫货存贸易，不在少多，昔日之贵，今者之贱，彼此共之，其揆一也。但令官人均通，则无患不足。若使必资货广以收国用者，则龟贝之属，自古所行。寻铜之为器，在用也博矣，钟律所通者远，机衡所揆者大，夏鼎负《图》，实冠众瑞，晋铎呈象，亦启休征。器有要用，则贵贱同资；物有适宜，则家国共急。今毁必资之器，而为无施之钱，于货则功不补劳，在用则君人俱困，校之以实，损多益少。伏愿思可久之道，探欲速之情，弘山海之纳，择刍牧之说。",0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,nanshi,nanbeichao,504.5,504.5,356,,,,,,,,,1,,,,,,0,NA,NA,unclear,king-minister,范泰,宋武帝刘裕,,,,
407,道济再行无功，彦之失利而反，今料王玄谟等未逾两将，恐重辱王师。,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nanshi,nanbeichao,504.5,504.5,31,,,,,,,1,,,,,,,,0,0,1,unclear,king-minister,沈庆之,宋文帝刘义隆,,,,
408,官年已老，那不为百口作计？,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nanshi,nanbeichao,504.5,504.5,13,,,,,,,1,,,,,,,,0,0,NA,unclear,husband-wife,妾崔氏、许氏,沈攸之,攸之指两裆角示之。,,,
409,主上狂凶，人不自保，单行道路，易以立功，外州起兵，鲜有克胜，于此立计，万不可失。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nanshi,nanbeichao,504.5,504.5,40,,,,,,,1,,,,,,,,0,1,1,unclear,father-son,萧嶷,萧道成,"及苍梧殒，高帝报嶷曰：""大事已判，汝明可早入。""",,,
410,此羊太傅遗德，不宜迁动。,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nanshi,nanbeichao,504.5,504.5,12,,,,,,,,,,,1,,,,0,0,NA,unclear,general-inferior,纲纪*,张敬儿,"敬儿曰：""太傅是谁，我不识。""",,,
411,使君前有严敌，后无继援，山人始附，于我观德。若纠以刻薄，人必不堪。众心一离，虽悔无及。膺请出图之，不患资粮不足也。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nanshi,nanbeichao,504.5,504.5,57,1,,,1,,,,,1,,,,,,0,1,1,unclear,general-inferior,涪令李膺,邓元起,"元起曰：""善，一以委卿。""膺退，率富人上军资米，俄得三万斛。",,,
412,东山居士虞寄致书于明将军使君节下：寄流离艰故，飘寓贵乡，将军待以上宾之礼，申以国士之眷，意气所感，何日忘之？而寄沉痼弥留，悽阴将尽，常恐卒填沟壑，涓尘莫报，是以敢布腹心，冒陈丹款，愿将军留须臾之虑，少思察之，则冥目之日，所怀毕矣。夫安危之兆，祸福之机，匪独天时，亦由人事。失之毫厘，差以千里。是以明智之士，据重位而不倾，执大节而不失，岂惑于浮辞哉？将军文武兼资，英威动俗，往因多难，仗剑兴师，援旗誓众，抗威千里。岂不以四郊多垒，共谋王室，匡时报主，宁国庇人乎？此所以五尺童子，皆愿荷戟而随将军者也。及高祖武皇帝肇基草昧，初济艰难，于时天下沸腾，人无定主，豺狼当道，鲸鲵横击。海内业业，未知所从。将军运动微之鉴，折从衡之辩，策名委质，自托宗盟，此将军妙算远图，发于衷诚者也。及主上继业，钦明睿圣，选贤与能，群臣辑睦。结将军以维城之重，崇将军以裂土之封，岂非宏谟庙略，推赤心于物者也？屡申明诏，款笃殷勤，君臣之分定矣，骨肉之恩深矣。不意将军惑于邪说，翻于异计，寄所以疾首痛心，泣尽继之以血，万全之策，窃为将军惜之。寄虽疾侵耄及，言无足采，千虑一得，请陈愚算。愿将军少戢雷震，赊其晷刻，使得尽狂瞽之说，披肝胆之诚，则虽死之日，犹生之年也。自天厌梁德，多难荐臻，寰宇分崩，英雄互起，不可胜纪，人人自以为得之。然夷凶翦乱，拯溺扶危，四海乐推，三灵眷命，揖让而居南面者，陈氏也。岂非历数有在，惟天所授？当璧应运，其事甚明，一也。主上承基，明德远被，天纲再张，地维重纽。夫以王琳之强，侯瑱之力，进足以摇荡中原，争衡天下；退足以屈强江外，雄张偏隅。然或命一旅之师，或资一士之说，琳即瓦解冰泮，投身异域；瑱则厥角稽颡，委命阙庭。斯又天假之威，而除其患，其事甚明，二也。今将军以藩戚之重，拥东南之众，尽忠奉上，戮力勤王，岂不勋高窦融，宠过吴芮，析珪判野，南面称孤，其事甚明，三也。且圣朝弃瑕忘过，宽厚得人，改过自新，咸加叙擢。至如余孝顷、潘纯陀、李孝钦、欧阳頠等，悉委以心腹，任以爪牙，胸中豁然，曾无纤芥。况将军衅非张绣，罪异毕谌，当何虑于危亡，何失于富贵？此又其事甚明，四也。方今周、齐邻睦，境外无虞，并兵一向，匪朝伊夕。非有刘、项竞逐之机，楚、赵连从之事，可得雍容高拱，坐论西伯，其事甚明，五也。且留将军狼狈一隅，亟经摧衄，声实亏丧，胆气衰沮。高瓖、向文政、留瑜、黄子玉此数人者，将军所知，首鼠两端，唯利是视，其余将帅亦可见矣。孰能被坚执锐，长驱深入，击马埋轮，奋不顾命，以先士卒者乎？此又其事甚明，六也。且将军之强，孰如侯景？将军之众，孰如王琳？武皇灭侯景于前，今上摧王琳于后，此乃天时，非复人力。且兵革已后，人皆厌乱，其孰能弃坟墓，捐妻子，出万死不顾之计，从将军于白刃之间乎？此又其事甚明，七也。历观前古，鉴之往事，子阳、季孟倾盖相寻，余善、右渠危亡继及，天命可畏，山川难恃。况将军欲以数郡之地，当天下之兵；以诸侯之资，拒天子之命。强弱逆顺，可得侔乎？此又其事甚明，八也。且非我族类，其心必异，不爱其亲，岂能及物？留将军身縻国爵，子尚王姬，犹且弃天属而弗顾，背明君而孤立，危急之日，岂能同忧共患，不背将军者乎？至于师老力屈，惧诛利赏，必有韩、智晋阳之谋，张、陈井陉之事。此又其事甚明，九也。且北军万里远斗，锋不可当，将军自战其地，人多顾后，梁安背向为心，修旿匹夫之力，众寡不敌，将帅不侔，师以无名而出，事以无机而动，以此称兵，未知其利。以汉朝吴、楚，晋室颖、颙，连城数十，长戟百万，拔本塞源，自图家国，其有成功者乎？又其事甚明，十也。为将军计者，莫若不远而复，绝亲留氏，秦郎、快郎，随遣入质，释甲偃兵，一遵诏旨。且朝廷许以铁券之要，申以白马之盟，朕不食言，誓之宗社。寄闻明者览未形，智者不再计，此成败之效，将军勿疑，吉凶之几，间不容发。方今蕃维尚少，皇子幼冲，凡预宗枝，皆蒙宠树。况以将军之地，将军之才，将军之名，将军之势，而能克修蕃服，北面称臣，宁与刘泽同年而语其功业哉？岂不身与山河等安，名与金石相弊？愿加三思，虑之无忽。寄气力绵微，余阴无几，感恩怀德，不觉狂言，鈇钺之诛，甘之如荠。,1,0,2,1,1,2,2,0,3,0,0,0,4,1,2,0,0,0,0,0,2,0,2,0,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nanshi,nanbeichao,504.5,504.5,1688,-1,,,,,,1,,,,,,1,,0,0,1,regret,royal family member-minister,虞寄,陈宝应,"宝应览书大怒。或谓宝应曰：""虞公病笃，言多错谬。""宝应乃小释。亦以寄人望，且容之。及宝应败走，夜至蒲田，顾谓其子扞秦曰：""早从虞公计，不至今日。""扞秦但泣而已。",,,
413,陛下万乘之重，岂可轻脱？,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nanshi,nanbeichao,504.5,504.5,12,1,,,,,,,,,,1,,,,0,1,1,unclear,king-minister,陆验,梁武帝萧衍,因泣下。帝深感其言，乃幸大司马门。城上闻跸声皆鼓噪，军人莫不屑涕，百姓乃安。,,,
414,主上仁明，何得废之？,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nanshi,nanbeichao,504.5,504.5,10,,,,,,,,,,1,,,1,,0,1,NA,unclear,warlord-inferior,太尉郭元建,侯景,元建固陈不可，景意遂回，欲复帝位，以栋为太孙。,,,
415,自古岂有叛天子；今宫中卫士尚足一战，宁可便走？,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nanshi,nanbeichao,504.5,504.5,23,,,,,,,1,,,,,,,,0,0,NA,left/ran away,king-minister,王伟,侯景,王伟遂委台城窜逸。,,,
416,不可，今四方扰扰，人怀异望，况高公雄略，又握大兵，将不可为。,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,beishi,nanbeichao,502,502,30,,,,,,,,,,,,,,,0,0,1,demoted/prisoned,general-inferior,慕容绍宗,尒朱兆,时兆左右已受神武金，因谮绍宗与神武旧隙，兆乃禁绍宗而催神武发。,,,
417,皇太子非社稷主，普六茹坚有反相。,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,beishi,nanbeichao,502,502,16,-1,,,,,1,,,,,,,,,0,0,NA,unclear,king-minister,内史王轨,北周武帝宇文邕,"周武不悦曰：""必天命，将若之何？""",,,
418,陛下母仪海内，岂宜轻脱如此！,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,beishi,nanbeichao,502,502,14,-1,,,,,,,,,,1,,,,0,0,NA,reprimanded/estranged,queen mother-kinsman,僧敬,灵太后,太后大怒，自是不召僧敬。,,,
419,今若诛之，是伤其向化之心，恐大军一还，为乱必速。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,beishi,nanbeichao,502,502,24,1,,,,,,1,,,,,,,,0,1,NA,unclear,royal family member-minister,中书侍郎高允/高元,元丕,丕以为然，于是绥怀初附，秋豪无犯。,,,
420,陛下作而不法，后世何观？历寻书籍，未有其事。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,beishi,nanbeichao,502,502,22,-1,1,,,,,,,,,,,,,0,0,NA,unclear,king-royal family member,元彧,北魏孝庄帝元子攸,帝不从。,,,
421,高祖、世宗皆有女侍中官，未见缀金蝉于象珥，极鼲貂于鬓发。江南伪晋穆何后有女尚书而加貂榼，此乃衰乱之世，妖妄之服。且妇人而服男子之服，至阴而阳，故自穆、哀以降，国统二绝。因是刘裕所以篡逆。礼容举措，风化之本，请依常仪，追还前诏。,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,beishi,nanbeichao,502,502,113,1,,,,,,,,1,,,,,,0,1,NA,unclear,king-royal family member,元澄,北魏孝明帝元诩,帝从之。,,,
422,臣闻律深惑众之科，礼绝妖淫之禁，皆所以大明居正，防遏奸邪。昔在汉末，有张角者，亦以此术，荧惑当时。论其所行，与今不异。遂能詃诱生人，致黄巾之祸。天下涂炭数十年间，角之由也。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,beishi,nanbeichao,502,502,86,,,,,,1,,,,,,,,数术,0,1,NA,unclear,queen mother-kinsman,元怿,灵太后,灵太后深纳之,,,
423,汉帝欲乘舟渡渭，广德将以首血污车轮，帝乃感而就桥。渭之小水，犹尚若斯，况洪河有不测之虑。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,beishi,nanbeichao,502,502,44,,,,,,,,,,,1,,,,0,1,NA,unclear,king-minister,穆亮,北魏孝文帝拓跋宏,"帝曰：""司空言是也。""",,,
424,谚云：『不痴不聋，不作大家翁。』此言虽小，可以喻大。邴绍之言，不应闻奏。陛下又复诛之，恐百代之后，有亏圣德。,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,beishi,nanbeichao,502,502,54,1,,1,,,1,,,,,,,,,0,1,NA,unclear,king-minister,长孙平,隋文帝杨坚,上于是赦绍。因敕群臣，诽谤之罪，勿复以闻。,,,
425,君临臣丧，自有节制。今乘舆屡降，恐乖典礼。,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,beishi,nanbeichao,502,502,21,-1,1,,,,,,,,,,,,,0,0,NA,unclear,king-minister,典祀中大夫宇文容,北周明帝宇文毓,帝不从。,,,
426,疆埸相侵，互有胜败，徒损兵储，非策之上者。不若解边严，减兵防，继好息人，敬待来者。彼必喜于通和，懈而无备，然后出其不意，一举而山东可图。,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,beishi,nanbeichao,502,502,68,1,,,,,,1,1,,,,,,,0,1,NA,unclear,king-minister,于翼,北周武帝宇文邕,帝纳之。,,,
427,西贼连年饥馑，故冒死来入陜州。但宜置兵诸道，勿与野战。比及来年麦秋，人应饿死，宝炬、黑獭自然归降。愿无渡河。,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,beishi,nanbeichao,502,502,54,-1,,,,,,1,,,,,,,,0,0,1,unclear,warlord-inferior,薛琡,高欢,神武皆弗纳，遂有沙苑之败。,,,
428,古者，登高能赋，可为大夫；求贤审官，理须详慎。今神欢出自染工，更无殊异，徒以家富自通，遂与晋绅并列，实恐鹈翼之刺，闻之外境。,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,beishi,nanbeichao,502,502,62,1,,,,,1,,,,,,,,,0,1,NA,promoted/rewarded,royal family member-minister,卢恺,宇文护,护竟寝其事。转内史下大夫。,,,
429,昔田子方赎老马，君子以为美谈。向奉明敕，欲以老牛享士，有亏仁政。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,beishi,nanbeichao,502,502,32,1,,,,,,,,,,1,,,,0,1,NA,promoted/rewarded,king-minister,卢恺,北周武帝宇文邕,帝美其言而止。,,,
430,殿下，国之储贰，四海属心，言行举动，万方所则。而营立私田，畜养鸡犬，乃至贩酤市厘，与人争利，议声流布，不可追掩。夫天下者，殿下之天下，富有四海，何求而不获何欲而弗从？而与贩夫贩妇竞此尺寸？愿殿下少察过言，斥出佞邪，所在田园，分给贫下。如此，则休声日至，谤议可除。,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,beishi,nanbeichao,502,502,131,-1,,,,,,,,1,,,,,,0,0,NA,unclear,king-minister,高允,北魏景穆帝拓跋晃,景穆不纳。,,,
431,臣闻太祖道武皇帝既定天下，始建都邑。其所营立，必因农隙。今建国已久，宫室已备，永安前殿，足以朝会万国；西堂温室，足以安御圣躬；紫楼临望，可以周视远近。若广修壮丽为异观者，宜渐致之，不可仓卒。计斫材军士及诸杂役须二万，丁夫充作，老小供饷，合四万人，半年可讫。古人有言：『一夫不耕，或受其饥，一妇不织，或受其寒。』况数万之众，其所损费，亦已多矣！,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,beishi,nanbeichao,502,502,171,1,,,,,,,,1,,,,,,0,1,NA,unclear,king-minister,高允,北魏文成帝拓跋濬,,,,
432,前朝之世，屡发明诏，禁诸婚娶，不得作乐。及葬送之日，歌谣鼓舞，杀牲烧葬，一切禁绝。虽条旨久班，而不革变，将由居上者未能悛改，为下者习以成俗，教化陵迟，一至于此。《诗》云『尔之教矣，人胥效矣。』人君举动，不可不慎。《礼》云：嫁女之家，三日不息火；娶妻之家，三日不举乐。今诸王纳室，皆乐部给伎以为嬉戏，而独禁细人不得作乐，此一异也。古之婚者，皆采德义之门，妙简贞闲之女，先之以媒娉，继之以礼物，集僚友以重其别，亲御轮以崇其敬。今诸王十五便赐妻别居。然所配者，或长少差舛，或罪入掖庭，而以作合宗王，妃嫔籓懿，失礼之甚，无复此过。今皇子娶妻，多出宫掖，令天下小人，必依礼限，此二异也。凡万物之生，靡不有死，然葬者藏也，死者不可再见，故深藏之。昔尧葬谷林，农不易亩；舜葬苍梧，市不改肆。秦始皇作为地市，下锢三泉，死不旋踵，尸焚墓掘。由此推之，尧舜之俭，始皇之奢，是非可见。今国家营葬，费损巨亿，一旦焚之，以为灰烬。上为之而不辍，而禁下人之必止，此三异也。古者，祭必立尸，序其昭穆；使亡者有冯，致食飨之礼。今已葬之魂，人直求貌类者，事之如父母，宴好如夫妻，损败风化，黩乱情礼，莫此之甚。上未禁之，下不改绝，此四异也。夫大飨者，所以定礼仪，训万国，故圣王重之。至乃爵盈而不饮，肴乾而不食，乐非雅声则不奏，物非正色则不列。今之大会，内外相混，酒醉喧哓，罔有仪式，又俳优鄙亵，污辱视听。朝廷积习以为美，而责风俗之清纯，此五异也。今陛下当百王之末，踵晋乱之弊，而不矫然厘改，以厉颓俗，臣恐天下苍生，永不闻见礼教矣。,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,0,2,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,beishi,nanbeichao,502,502,647,,1,,,,,,,,,,,,,1,NA,NA,unclear,king-minister,高允,北魏文成帝拓跋濬,,,,
433,天命未改，魏室尚存，公主无罪，不容弃辱。,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,beishi,nanbeichao,502,502,20,-1,,,,,,,,,1,,,,,0,1,NA,unclear,warlord-inferior,崔暹,高澄,文襄意不悦，苦请乃从之。,,,
434,朐山蕞尔，僻在海滨，于我非急，于贼为利。如闻贼将屡以宿豫求易朐山，持此无用之地，复彼旧有之疆，兵役时解，其利为大。,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,beishi,nanbeichao,502,502,57,,,,,,,1,,,,,,,,1,1,1,unclear,king-minister,游肇,北魏宣武帝元恪,帝将从之，寻而昶败。,,,
435,今方图进趣，宜示宽厚，勍敌在前，而便坑其众，恐三齐未易图也。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,beishi,nanbeichao,502,502,30,1,,,,,,1,,,,,,,,0,1,1,promoted/rewarded,general-inferior,韩麒麟,慕容白曜,白曜从之，皆令复业，齐人大悦。后白曜表麒麟与房法寿对为冀州刺史。,,,
436,圣人之礼，毁不灭性，从陛下欲自贤于万代，其若宗庙何！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,beishi,nanbeichao,502,502,26,1,,,,,,,,,,1,,,,0,1,NA,promoted/rewarded,king-minister,杨椿,北魏孝文帝拓跋宏,帝感其言，乃一进粥。转授宫舆曹少卿，加给事中，出为豫州刺史，再迁梁州刺史。,,,
437,陛下不以臣等凡浅，备位宫臣，太子动止，宜令翼从。自比以来，轻尔出入，进无二傅导引之美，退阙群寮陪侍之式。非所谓示人轨仪，著君臣之义。陛下若召太子，必降手敕，令臣下咸知，为后世法。,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,beishi,nanbeichao,502,502,89,1,,,,,,,,,1,,,,,1,1,NA,promoted/rewarded,king-minister,杨昱,北魏宣武帝元恪,于是诏自今若非手敕，勿令儿辄出，宫臣在直者，从至万岁门。转太尉掾，兼中书舍人。,,,
438,《礼记》云：诸侯非问疾吊丧，入诸臣之家，谓之君臣为谑。不言王后夫人，明无适臣家之义。夫人父母在，有时归宁；亲没，使卿大夫聘。《春秋》纪陈、宋、齐之女并为周王后，无适本国之事。是制深于士大夫。许嫁唁兄，又义不得，卫女思归，以礼自抑，《载驰》、《竹竿》所为作也。汉上官皇后将废昌邑，霍光外祖也，亲为宰辅，后犹御武帷以接群臣，示男女之别，国之大节。伯姬待姆，安就炎燎；樊姜候命，忍赴洪流。《传》皆缀集，以垂来训。昨轩驾频出，幸冯翊君、任城王第。虽渐中秋，馀热尚蒸。衡盖往还，圣躬烦倦。左右仆侍，众过千百，扶卫跋涉，袍钾在身。昔人称陛下甚乐，臣等至苦，或其事也。但帝族方衍，勋贵增迁，祗请遂多，将成彝式。陛下遵酌前王，贻厥后矩，天下为公，亿兆己任。专荐郊庙，止决大政，辅神养和，简息游幸，则率土属赖，令生仰悦矣。,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,4,beishi,nanbeichao,502,502,352,,1,,,,,,,,,1,,,,0,NA,NA,unclear,queen mother-minister,崔光,灵太后,,,,
439,伏见亲升上级，伫跸表刹之下，祗心图构，诚为福善，圣躬玉趾，非所践陟。臣庶恇惶，窃谓未可。,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,beishi,nanbeichao,502,502,44,,,,,,,,,,,1,,,,0,0,NA,unclear,queen mother-minister,崔光,灵太后,九月，灵太后幸嵩山佛寺，光上表谏，不从。,,,
440,灵庆兄弟并有雄才，兼其部曲多是壮勇，如彭超、尸生之徒，皆一当数十人，援不虚发，不可逼也。,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,beishi,nanbeichao,502,502,44,1,,,,,,1,,,,,,,,0,1,NA,unclear,general-inferior,左右*,王玄谟,玄谟乃止。,,,
441,皇后天下之母，不可与臣下接手。,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,beishi,nanbeichao,502,502,15,1,1,,,,,,,,,1,,,,0,1,NA,unclear,king-royal family member,高孝瑜,北齐武成帝高湛,帝深纳之。,,,
